year,origin,dest,status,COUNT,origin_enrolled,adj_count
2009,BVH,CPH,Approved,7,2368,295
2009,BVH,CVH,Approved,3,2368,126
2009,BVH,ELH,Approved,38,2368,1604
2009,BVH,ELH,Denied,8,2368,337
2009,BVH,HTH,Approved,10,2368,422
2009,BVH,MOH,Approved,3,2368,126
2009,BVH,MVH,Approved,1,2368,42
2009,BVH,OLH,Approved,24,2368,1013
2009,BVH,ORH,Approved,49,2368,2069
2009,BVH,SOH,Approved,4,2368,168
2009,BVH,SUH,Approved,10,2368,422
2009,BVM,ELM,Approved,14,1075,1302
2009,BVM,ELM,Denied,11,1075,1023
2009,BVM,GJH,Approved,4,1075,372
2009,BVM,HTM,Approved,3,1075,279
2009,BVM,HTM,Denied,1,1075,93
2009,BVM,MVM,Approved,1,1075,93
2009,BVM,RDM,Approved,41,1075,3813
2009,BVM,RDM,Denied,17,1075,1581
2009,CPH,BVH,Approved,9,1579,569
2009,CPH,BVH,Denied,7,1579,443
2009,CPH,CVH,Approved,17,1579,1076
2009,CPH,CVH,Denied,26,1579,1646
2009,CPH,ELH,Approved,15,1579,949
2009,CPH,ELH,Denied,3,1579,189
2009,CPH,HTH,Approved,56,1579,3546
2009,CPH,HTH,Denied,11,1579,696
2009,CPH,HTH,Pending,2,1579,126
2009,CPH,MOH,Approved,62,1579,3926
2009,CPH,MOH,Denied,4,1579,253
2009,CPH,MVH,Approved,6,1579,379
2009,CPH,OLH,Approved,35,1579,2216
2009,CPH,OLH,Denied,2,1579,126
2009,CPH,ORH,Approved,71,1579,4496
2009,CPH,ORH,Denied,2,1579,126
2009,CPH,SOH,Approved,12,1579,759
2009,CPH,SOH,Denied,2,1579,126
2009,CPH,SUH,Approved,7,1579,443
2009,CPH,SYH,Approved,41,1579,2596
2009,CPH,SYH,Denied,2,1579,126
2009,CPM,BVM,Approved,26,1096,2372
2009,CPM,BVM,Denied,16,1096,1459
2009,CPM,BVM,Pending,1,1096,91
2009,CPM,CVM,Approved,40,1096,3649
2009,CPM,CVM,Denied,29,1096,2645
2009,CPM,CVM,Pending,1,1096,91
2009,CPM,ELM,Approved,10,1096,912
2009,CPM,ELM,Denied,8,1096,729
2009,CPM,GJH,Approved,4,1096,364
2009,CPM,HTM,Approved,65,1096,5930
2009,CPM,HTM,Denied,48,1096,4379
2009,CPM,MOM,Approved,12,1096,1094
2009,CPM,MOM,Denied,4,1096,364
2009,CPM,MVM,Approved,5,1096,456
2009,CPM,NCM,Approved,4,1096,364
2009,CPM,RDM,Approved,40,1096,3649
2009,CPM,RDM,Denied,48,1096,4379
2009,CPM,RDM,Pending,1,1096,91
2009,CPM,SOM,Approved,4,1096,364
2009,CVH,BVH,Approved,13,2662,488
2009,CVH,BVH,Denied,8,2662,300
2009,CVH,CPH,Approved,52,2662,1953
2009,CVH,CPH,Denied,3,2662,112
2009,CVH,ELH,Approved,3,2662,112
2009,CVH,ELH,Denied,2,2662,75
2009,CVH,HTH,Approved,30,2662,1126
2009,CVH,HTH,Denied,10,2662,375
2009,CVH,MOH,Approved,14,2662,525
2009,CVH,MOH,Pending,1,2662,37
2009,CVH,MVH,Approved,3,2662,112
2009,CVH,OLH,Approved,9,2662,338
2009,CVH,ORH,Approved,16,2662,601
2009,CVH,ORH,Denied,1,2662,37
2009,CVH,SOH,Approved,8,2662,300
2009,CVH,SUH,Approved,24,2662,901
2009,CVH,SUH,Denied,4,2662,150
2009,CVH,SYH,Approved,15,2662,563
2009,CVH,SYH,Denied,2,2662,75
2009,CVM,BVM,Approved,17,1165,1459
2009,CVM,CPM,Approved,18,1165,1545
2009,CVM,CPM,Pending,1,1165,85
2009,CVM,ELM,Approved,1,1165,85
2009,CVM,ELM,Denied,4,1165,343
2009,CVM,GJH,Approved,3,1165,257
2009,CVM,HTM,Approved,39,1165,3347
2009,CVM,HTM,Denied,21,1165,1802
2009,CVM,MOM,Approved,5,1165,429
2009,CVM,MVM,Approved,2,1165,171
2009,CVM,NCM,Approved,8,1165,686
2009,CVM,NCM,Denied,1,1165,85
2009,CVM,RDM,Approved,11,1165,944
2009,CVM,RDM,Denied,4,1165,343
2009,CVM,SOM,Approved,3,1165,257
2009,ELH,BVH,Approved,39,2467,1580
2009,ELH,BVH,Denied,10,2467,405
2009,ELH,CPH,Approved,4,2467,162
2009,ELH,CPH,Pending,1,2467,40
2009,ELH,CVH,Approved,2,2467,81
2009,ELH,HTH,Approved,6,2467,243
2009,ELH,MOH,Approved,2,2467,81
2009,ELH,OLH,Approved,78,2467,3161
2009,ELH,ORH,Approved,35,2467,1418
2009,ELH,SUH,Approved,1,2467,40
2009,ELH,SYH,Approved,4,2467,162
2009,ELM,BVM,Approved,18,1581,1138
2009,ELM,BVM,Denied,1,1581,63
2009,ELM,CPM,Approved,2,1581,126
2009,ELM,CVM,Approved,3,1581,189
2009,ELM,GJH,Approved,3,1581,189
2009,ELM,HTM,Approved,7,1581,442
2009,ELM,MVM,Approved,1,1581,63
2009,ELM,RDM,Approved,36,1581,2277
2009,ELM,RDM,Denied,4,1581,253
2009,GJH,BVH,Denied,1,1079,92
2009,GJH,BVM,Approved,5,1079,463
2009,GJH,BVM,Denied,14,1079,1297
2009,GJH,CPH,Approved,2,1079,185
2009,GJH,CPM,Approved,1,1079,92
2009,GJH,CVH,Approved,2,1079,185
2009,GJH,CVH,Denied,1,1079,92
2009,GJH,CVM,Approved,7,1079,648
2009,GJH,CVM,Denied,1,1079,92
2009,GJH,ELH,Approved,1,1079,92
2009,GJH,ELH,Denied,1,1079,92
2009,GJH,ELM,Denied,4,1079,370
2009,GJH,HTH,Approved,3,1079,278
2009,GJH,HTM,Approved,16,1079,1482
2009,GJH,HTM,Denied,9,1079,834
2009,GJH,NCM,Approved,60,1079,5560
2009,GJH,NCM,Denied,16,1079,1482
2009,GJH,NCM,Pending,1,1079,92
2009,GJH,RDM,Denied,1,1079,92
2009,GJH,SUH,Approved,30,1079,2780
2009,GJH,SUH,Denied,10,1079,926
2009,GJH,SYH,Denied,1,1079,92
2009,HTH,BVH,Approved,28,2318,1207
2009,HTH,BVH,Denied,8,2318,345
2009,HTH,CPH,Approved,39,2318,1682
2009,HTH,CPH,Denied,1,2318,43
2009,HTH,CVH,Approved,24,2318,1035
2009,HTH,CVH,Pending,1,2318,43
2009,HTH,ELH,Approved,8,2318,345
2009,HTH,ELH,Denied,1,2318,43
2009,HTH,MOH,Approved,9,2318,388
2009,HTH,MVH,Approved,2,2318,86
2009,HTH,OLH,Approved,15,2318,647
2009,HTH,ORH,Approved,24,2318,1035
2009,HTH,ORH,Pending,1,2318,43
2009,HTH,SOH,Approved,2,2318,86
2009,HTH,SUH,Approved,6,2318,258
2009,HTH,SYH,Approved,16,2318,690
2009,HTM,BVM,Approved,39,1189,3280
2009,HTM,BVM,Pending,3,1189,252
2009,HTM,CPM,Approved,22,1189,1850
2009,HTM,CVM,Approved,15,1189,1261
2009,HTM,CVM,Denied,5,1189,420
2009,HTM,ELM,Approved,5,1189,420
2009,HTM,ELM,Denied,5,1189,420
2009,HTM,GJH,Approved,4,1189,336
2009,HTM,MOM,Approved,2,1189,168
2009,HTM,NCM,Approved,2,1189,168
2009,HTM,RDM,Approved,40,1189,3364
2009,HTM,RDM,Denied,29,1189,2439
2009,HTM,RDM,Pending,1,1189,84
2009,HTM,SOM,Approved,1,1189,84
2009,MOH,BVH,Approved,6,1716,349
2009,MOH,BVH,Denied,3,1716,174
2009,MOH,CPH,Approved,42,1716,2447
2009,MOH,CVH,Approved,13,1716,757
2009,MOH,CVH,Denied,1,1716,58
2009,MOH,ELH,Approved,5,1716,291
2009,MOH,ELH,Denied,6,1716,349
2009,MOH,HTH,Approved,5,1716,291
2009,MOH,HTH,Denied,3,1716,174
2009,MOH,MVH,Approved,19,1716,1107
2009,MOH,OLH,Approved,35,1716,2039
2009,MOH,ORH,Approved,33,1716,1923
2009,MOH,SOH,Approved,36,1716,2097
2009,MOH,SUH,Approved,5,1716,291
2009,MOH,SYH,Approved,110,1716,6410
2009,MOH,SYH,Denied,12,1716,699
2009,MOH,SYH,Pending,3,1716,174
2009,MOM,BVM,Approved,4,946,422
2009,MOM,BVM,Denied,3,946,317
2009,MOM,CPM,Approved,16,946,1691
2009,MOM,CPM,Denied,1,946,105
2009,MOM,CVM,Approved,16,946,1691
2009,MOM,CVM,Denied,3,946,317
2009,MOM,CVM,Pending,1,946,105
2009,MOM,ELM,Approved,2,946,211
2009,MOM,ELM,Denied,3,946,317
2009,MOM,HTM,Approved,26,946,2748
2009,MOM,HTM,Denied,3,946,317
2009,MOM,MVM,Approved,13,946,1374
2009,MOM,MVM,Denied,5,946,528
2009,MOM,RDM,Approved,16,946,1691
2009,MOM,RDM,Denied,14,946,1479
2009,MOM,SOM,Approved,10,946,1057
2009,MOM,SOM,Denied,6,946,634
2009,MVH,BVH,Approved,2,1775,112
2009,MVH,BVH,Denied,4,1775,225
2009,MVH,CPH,Approved,4,1775,225
2009,MVH,CVH,Approved,7,1775,394
2009,MVH,CVH,Denied,4,1775,225
2009,MVH,ELH,Approved,1,1775,56
2009,MVH,GJH,Approved,1,1775,56
2009,MVH,HTH,Approved,3,1775,169
2009,MVH,MOH,Approved,40,1775,2253
2009,MVH,MOH,Denied,1,1775,56
2009,MVH,OLH,Approved,4,1775,225
2009,MVH,ORH,Approved,7,1775,394
2009,MVH,SAILS,Pending,1,1775,56
2009,MVH,SOH,Approved,40,1775,2253
2009,MVH,SOH,Denied,8,1775,450
2009,MVH,SUH,Approved,2,1775,112
2009,MVH,SUH,Denied,1,1775,56
2009,MVH,SYH,Approved,14,1775,788
2009,MVM,BVM,Approved,3,1081,277
2009,MVM,BVM,Denied,1,1081,92
2009,MVM,CPM,Approved,2,1081,185
2009,MVM,CPM,Denied,1,1081,92
2009,MVM,CVM,Approved,23,1081,2127
2009,MVM,CVM,Denied,3,1081,277
2009,MVM,ELM,Approved,2,1081,185
2009,MVM,ELM,Denied,1,1081,92
2009,MVM,HTM,Approved,11,1081,1017
2009,MVM,HTM,Denied,1,1081,92
2009,MVM,MOM,Approved,15,1081,1387
2009,MVM,MOM,Denied,3,1081,277
2009,MVM,RDM,Denied,1,1081,92
2009,MVM,SOM,Approved,12,1081,1110
2009,MVM,SOM,Denied,4,1081,370
2009,NCM,BVM,Approved,2,793,252
2009,NCM,CPM,Approved,4,793,504
2009,NCM,CVM,Approved,11,793,1387
2009,NCM,CVM,Denied,1,793,126
2009,NCM,CVM,Pending,1,793,126
2009,NCM,ELM,Approved,1,793,126
2009,NCM,ELM,Denied,1,793,126
2009,NCM,GJH,Approved,20,793,2522
2009,NCM,GJH,Denied,4,793,504
2009,NCM,HTM,Approved,6,793,756
2009,NCM,MOM,Denied,1,793,126
2009,NCM,MVM,Approved,1,793,126
2009,NCM,RDM,Denied,1,793,126
2009,NCM,SOM,Denied,1,793,126
2009,OLH,BVH,Approved,11,1565,702
2009,OLH,BVH,Denied,4,1565,255
2009,OLH,CPH,Approved,3,1565,191
2009,OLH,ELH,Approved,82,1565,5239
2009,OLH,ELH,Denied,12,1565,766
2009,OLH,ELH,Pending,1,1565,63
2009,OLH,HTH,Approved,3,1565,191
2009,OLH,MOH,Approved,9,1565,575
2009,OLH,MVH,Approved,1,1565,63
2009,OLH,ORH,Approved,126,1565,8051
2009,OLH,ORH,Denied,2,1565,127
2009,OLH,SOH,Approved,1,1565,63
2009,OLH,SYH,Approved,19,1565,1214
2009,OLH,SYH,Denied,2,1565,127
2009,ORH,BVH,Approved,54,2705,1996
2009,ORH,BVH,Denied,6,2705,221
2009,ORH,BVH,Pending,2,2705,73
2009,ORH,CPH,Approved,24,2705,887
2009,ORH,CVH,Approved,2,2705,73
2009,ORH,ELH,Approved,33,2705,1219
2009,ORH,ELH,Denied,14,2705,517
2009,ORH,HTH,Approved,30,2705,1109
2009,ORH,MOH,Approved,4,2705,147
2009,ORH,MVH,Approved,3,2705,110
2009,ORH,OLH,Approved,61,2705,2255
2009,ORH,OLH,Denied,2,2705,73
2009,ORH,SOH,Approved,4,2705,147
2009,ORH,SUH,Approved,3,2705,110
2009,ORH,SYH,Approved,7,2705,258
2009,RDM,BVM,Approved,30,1672,1794
2009,RDM,BVM,Denied,5,1672,299
2009,RDM,BVM,Pending,2,1672,119
2009,RDM,CPM,Approved,3,1672,179
2009,RDM,CVM,Approved,1,1672,59
2009,RDM,ELM,Approved,22,1672,1315
2009,RDM,ELM,Denied,13,1672,777
2009,RDM,HTM,Approved,6,1672,358
2009,RDM,HTM,Denied,1,1672,59
2009,RDM,MOM,Approved,2,1672,119
2009,SOH,BVH,Approved,5,1739,287
2009,SOH,BVH,Denied,3,1739,172
2009,SOH,CPH,Approved,8,1739,460
2009,SOH,CVH,Approved,5,1739,287
2009,SOH,CVH,Denied,5,1739,287
2009,SOH,CVH,Pending,1,1739,57
2009,SOH,ELH,Approved,3,1739,172
2009,SOH,ELH,Denied,3,1739,172
2009,SOH,GJH,Approved,2,1739,115
2009,SOH,HTH,Approved,8,1739,460
2009,SOH,HTH,Denied,1,1739,57
2009,SOH,MOH,Approved,107,1739,6152
2009,SOH,MOH,Denied,4,1739,230
2009,SOH,MVH,Approved,47,1739,2702
2009,SOH,MVH,Denied,5,1739,287
2009,SOH,OLH,Approved,24,1739,1380
2009,SOH,ORH,Approved,11,1739,632
2009,SOH,SUH,Denied,1,1739,57
2009,SOH,SYH,Approved,77,1739,4427
2009,SOH,SYH,Denied,3,1739,172
2009,SOM,BVM,Approved,1,711,140
2009,SOM,BVM,Denied,2,711,281
2009,SOM,CPM,Approved,5,711,703
2009,SOM,CVM,Approved,23,711,3234
2009,SOM,CVM,Denied,6,711,843
2009,SOM,ELM,Denied,1,711,140
2009,SOM,HTM,Approved,9,711,1265
2009,SOM,HTM,Denied,1,711,140
2009,SOM,MOM,Approved,22,711,3094
2009,SOM,MOM,Denied,6,711,843
2009,SOM,MVM,Approved,15,711,2109
2009,SOM,MVM,Denied,20,711,2812
2009,SOM,RDM,Approved,2,711,281
2009,SOM,RDM,Denied,2,711,281
2009,SUH,BVH,Approved,12,2456,488
2009,SUH,BVH,Denied,4,2456,162
2009,SUH,CPH,Approved,10,2456,407
2009,SUH,CVH,Approved,19,2456,773
2009,SUH,ELH,Approved,4,2456,162
2009,SUH,ELH,Denied,1,2456,40
2009,SUH,GJH,Approved,14,2456,570
2009,SUH,HTH,Approved,14,2456,570
2009,SUH,HTH,Denied,4,2456,162
2009,SUH,HTH,Pending,1,2456,40
2009,SUH,MOH,Approved,6,2456,244
2009,SUH,OLH,Approved,10,2456,407
2009,SUH,ORH,Approved,10,2456,407
2009,SUH,SOH,Denied,1,2456,40
2009,SUH,SYH,Approved,22,2456,895
2009,SYH,BVH,Approved,12,2392,501
2009,SYH,BVH,Denied,3,2392,125
2009,SYH,CPH,Approved,16,2392,668
2009,SYH,CVH,Approved,4,2392,167
2009,SYH,CVH,Denied,3,2392,125
2009,SYH,ELH,Approved,7,2392,292
2009,SYH,ELH,Denied,4,2392,167
2009,SYH,HTH,Approved,10,2392,418
2009,SYH,HTH,Denied,1,2392,41
2009,SYH,MOH,Approved,89,2392,3720
2009,SYH,MOH,Denied,5,2392,209
2009,SYH,MOH,Pending,1,2392,41
2009,SYH,MVH,Approved,5,2392,209
2009,SYH,MVH,Denied,1,2392,41
2009,SYH,OLH,Approved,25,2392,1045
2009,SYH,OLH,Denied,3,2392,125
2009,SYH,ORH,Approved,36,2392,1505
2009,SYH,ORH,Denied,2,2392,83
2009,SYH,SOH,Approved,39,2392,1630
2009,SYH,SOH,Denied,5,2392,209
2009,SYH,SUH,Approved,6,2392,250
2010,BVH,CPH,Approved,4,2266,176
2010,BVH,CVH,Approved,2,2266,88
2010,BVH,ELH,Approved,40,2266,1765
2010,BVH,ELH,Denied,5,2266,220
2010,BVH,HTH,Approved,12,2266,529
2010,BVH,MVH,Approved,2,2266,88
2010,BVH,OLH,Approved,52,2266,2294
2010,BVH,ORH,Approved,25,2266,1103
2010,BVH,ORH,Denied,6,2266,264
2010,BVH,SOH,Approved,1,2266,44
2010,BVH,SUH,Approved,13,2266,573
2010,BVH,SYH,Approved,1,2266,44
2010,BVM,CPM,Approved,1,1134,88
2010,BVM,CVM,Approved,4,1134,352
2010,BVM,ELM,Approved,13,1134,1146
2010,BVM,ELM,Denied,8,1134,705
2010,BVM,GJH,Approved,6,1134,529
2010,BVM,HTM,Approved,9,1134,793
2010,BVM,NCM,Approved,2,1134,176
2010,BVM,RDM,Approved,19,1134,1675
2010,BVM,RDM,Denied,16,1134,1410
2010,BVM,RDM,Pending,2,1134,176
2010,CPH,BVH,Approved,15,1579,949
2010,CPH,BVH,Denied,4,1579,253
2010,CPH,BVH,Pending,1,1579,63
2010,CPH,CVH,Approved,35,1579,2216
2010,CPH,CVH,Denied,21,1579,1329
2010,CPH,ELH,Approved,19,1579,1203
2010,CPH,ELH,Denied,5,1579,316
2010,CPH,HTH,Approved,49,1579,3103
2010,CPH,HTH,Denied,16,1579,1013
2010,CPH,HTH,Pending,1,1579,63
2010,CPH,MOH,Approved,89,1579,5636
2010,CPH,MOH,Denied,2,1579,126
2010,CPH,MVH,Approved,13,1579,823
2010,CPH,OLH,Approved,62,1579,3926
2010,CPH,OLH,Denied,11,1579,696
2010,CPH,ORH,Approved,41,1579,2596
2010,CPH,ORH,Denied,14,1579,886
2010,CPH,SOH,Approved,9,1579,569
2010,CPH,SOH,Denied,3,1579,189
2010,CPH,SUH,Approved,2,1579,126
2010,CPH,SUH,Pending,1,1579,63
2010,CPH,SYH,Approved,36,1579,2279
2010,CPH,SYH,Denied,2,1579,126
2010,CPM,BVM,Approved,19,1052,1806
2010,CPM,BVM,Denied,20,1052,1901
2010,CPM,CVM,Approved,83,1052,7889
2010,CPM,CVM,Denied,8,1052,760
2010,CPM,CVM,Pending,1,1052,95
2010,CPM,ELM,Approved,3,1052,285
2010,CPM,ELM,Denied,24,1052,2281
2010,CPM,GJH,Approved,4,1052,380
2010,CPM,HTM,Approved,107,1052,10171
2010,CPM,HTM,Pending,3,1052,285
2010,CPM,MOM,Approved,15,1052,1425
2010,CPM,MOM,Denied,1,1052,95
2010,CPM,MVM,Approved,6,1052,570
2010,CPM,NCM,Approved,1,1052,95
2010,CPM,RDM,Approved,40,1052,3802
2010,CPM,RDM,Denied,52,1052,4942
2010,CPM,SOM,Approved,6,1052,570
2010,CVH,BVH,Approved,15,2670,561
2010,CVH,BVH,Denied,9,2670,337
2010,CVH,CPH,Approved,20,2670,749
2010,CVH,CPH,Denied,3,2670,112
2010,CVH,CPH,Pending,1,2670,37
2010,CVH,CVH,Approved,4,2670,149
2010,CVH,ELH,Approved,6,2670,224
2010,CVH,ELH,Denied,5,2670,187
2010,CVH,ELH,Pending,1,2670,37
2010,CVH,GJH,Approved,1,2670,37
2010,CVH,GJH,Denied,1,2670,37
2010,CVH,HTH,Approved,21,2670,786
2010,CVH,HTH,Denied,9,2670,337
2010,CVH,HTH,Pending,1,2670,37
2010,CVH,MOH,Approved,2,2670,74
2010,CVH,MOH,Denied,2,2670,74
2010,CVH,MVH,Approved,3,2670,112
2010,CVH,OLH,Approved,18,2670,674
2010,CVH,OLH,Denied,2,2670,74
2010,CVH,ORH,Approved,5,2670,187
2010,CVH,ORH,Denied,4,2670,149
2010,CVH,SOH,Approved,2,2670,74
2010,CVH,SOH,Denied,1,2670,37
2010,CVH,SUH,Approved,42,2670,1573
2010,CVH,SYH,Approved,16,2670,599
2010,CVM,BVM,Approved,21,1191,1763
2010,CVM,BVM,Denied,3,1191,251
2010,CVM,CPM,Approved,16,1191,1343
2010,CVM,ELM,Approved,1,1191,83
2010,CVM,ELM,Denied,2,1191,167
2010,CVM,GJH,Approved,7,1191,587
2010,CVM,HTM,Approved,56,1191,4701
2010,CVM,HTM,Denied,1,1191,83
2010,CVM,HTM,Pending,1,1191,83
2010,CVM,MOM,Approved,3,1191,251
2010,CVM,MVM,Approved,3,1191,251
2010,CVM,MVM,Pending,1,1191,83
2010,CVM,NCM,Approved,7,1191,587
2010,CVM,RDM,Approved,4,1191,335
2010,CVM,RDM,Denied,5,1191,419
2010,CVM,SOM,Approved,5,1191,419
2010,ELH,BVH,Approved,35,2519,1389
2010,ELH,BVH,Denied,2,2519,79
2010,ELH,BVH,Pending,2,2519,79
2010,ELH,CPH,Approved,8,2519,317
2010,ELH,CVH,Approved,1,2519,39
2010,ELH,ELH,Approved,1,2519,39
2010,ELH,HTH,Approved,1,2519,39
2010,ELH,HTH,Denied,1,2519,39
2010,ELH,MOH,Approved,2,2519,79
2010,ELH,MVH,Approved,1,2519,39
2010,ELH,OLH,Approved,155,2519,6153
2010,ELH,OLH,Denied,1,2519,39
2010,ELH,ORH,Approved,27,2519,1071
2010,ELH,ORH,Denied,1,2519,39
2010,ELH,SOH,Approved,1,2519,39
2010,ELH,SUH,Approved,1,2519,39
2010,ELH,SYH,Approved,7,2519,277
2010,ELM,BVM,Approved,19,1602,1186
2010,ELM,BVM,Denied,3,1602,187
2010,ELM,HTM,Approved,4,1602,249
2010,ELM,MOM,Approved,1,1602,62
2010,ELM,RDM,Approved,20,1602,1248
2010,ELM,RDM,Denied,2,1602,124
2010,GJH,BVH,Approved,3,1033,290
2010,GJH,BVH,Denied,1,1033,96
2010,GJH,BVH,Pending,1,1033,96
2010,GJH,BVM,Approved,5,1033,484
2010,GJH,CPH,Approved,2,1033,193
2010,GJH,CPM,Approved,2,1033,193
2010,GJH,CVM,Approved,12,1033,1161
2010,GJH,ELH,Approved,1,1033,96
2010,GJH,ELM,Denied,1,1033,96
2010,GJH,HTH,Approved,3,1033,290
2010,GJH,HTM,Approved,17,1033,1645
2010,GJH,HTM,Pending,1,1033,96
2010,GJH,MOM,Approved,3,1033,290
2010,GJH,MVH,Approved,1,1033,96
2010,GJH,MVM,Approved,1,1033,96
2010,GJH,NCM,Approved,51,1033,4937
2010,GJH,NCM,Denied,1,1033,96
2010,GJH,RDM,Approved,1,1033,96
2010,GJH,RDM,Denied,1,1033,96
2010,GJH,SOM,Approved,1,1033,96
2010,GJH,SUH,Approved,51,1033,4937
2010,GJH,SUH,Denied,5,1033,484
2010,HTH,BVH,Approved,21,2205,952
2010,HTH,BVH,Denied,8,2205,362
2010,HTH,CPH,Approved,32,2205,1451
2010,HTH,CPH,Denied,2,2205,90
2010,HTH,CVH,Approved,24,2205,1088
2010,HTH,CVH,Denied,13,2205,589
2010,HTH,ELH,Approved,29,2205,1315
2010,HTH,ELH,Denied,2,2205,90
2010,HTH,MOH,Approved,6,2205,272
2010,HTH,MVH,Approved,3,2205,136
2010,HTH,OLH,Approved,25,2205,1133
2010,HTH,ORH,Approved,36,2205,1632
2010,HTH,ORH,Denied,9,2205,408
2010,HTH,SOH,Approved,2,2205,90
2010,HTH,SOH,Denied,2,2205,90
2010,HTH,SUH,Approved,10,2205,453
2010,HTH,SYH,Approved,5,2205,226
2010,HTM,BVM, Approved,1,1129,88
2010,HTM,BVM,Approved,16,1129,1417
